"CRAB_YEAR","AGENCY_CODE","PACFIN_GROUP_PORT_CODE","PORT_DESCRIPTION","NOV_ROUND_WEIGHT_MTONS","NOV_ROUND_WEIGHT_PPP","NOV_EXVESSEL_REVENUE","NOV_CONFIDENTIAL_FLAG","DEC_ROUND_WEIGHT_MTONS","DEC_ROUND_WEIGHT_PPP","DEC_EXVESSEL_REVENUE","DEC_CONFIDENTIAL_FLAG","JAN_ROUND_WEIGHT_MTONS","JAN_ROUND_WEIGHT_PPP","JAN_EXVESSEL_REVENUE","JAN_CONFIDENTIAL_FLAG","FEB_ROUND_WEIGHT_MTONS","FEB_ROUND_WEIGHT_PPP","FEB_EXVESSEL_REVENUE","FEB_CONFIDENTIAL_FLAG","MAR_ROUND_WEIGHT_MTONS","MAR_ROUND_WEIGHT_PPP","MAR_EXVESSEL_REVENUE","MAR_CONFIDENTIAL_FLAG","APR_ROUND_WEIGHT_MTONS","APR_ROUND_WEIGHT_PPP","APR_EXVESSEL_REVENUE","APR_CONFIDENTIAL_FLAG","MAY_ROUND_WEIGHT_MTONS","MAY_ROUND_WEIGHT_PPP","MAY_EXVESSEL_REVENUE","MAY_CONFIDENTIAL_FLAG","JUN_ROUND_WEIGHT_MTONS","JUN_ROUND_WEIGHT_PPP","JUN_EXVESSEL_REVENUE","JUN_CONFIDENTIAL_FLAG","JUL_ROUND_WEIGHT_MTONS","JUL_ROUND_WEIGHT_PPP","JUL_EXVESSEL_REVENUE","JUL_CONFIDENTIAL_FLAG","AUG_ROUND_WEIGHT_MTONS","AUG_ROUND_WEIGHT_PPP","AUG_EXVESSEL_REVENUE","AUG_CONFIDENTIAL_FLAG","SEP_ROUND_WEIGHT_MTONS","SEP_ROUND_WEIGHT_PPP","SEP_EXVESSEL_REVENUE","SEP_CONFIDENTIAL_FLAG","OCT_ROUND_WEIGHT_MTONS","OCT_ROUND_WEIGHT_PPP","OCT_EXVESSEL_REVENUE","OCT_CONFIDENTIAL_FLAG","TOTAL_ROUND_WEIGHT_MTONS","TOTAL_ROUND_WEIGHT_PPP","TOTAL_EXVESSEL_REVENUE","TOTAL_CONFIDENTIAL_FLAG"
"2005","O","BRA","BROOKINGS AREA PORTS",,,,"*",1847.21,1.48,6046966,"",421.02,1.41,1308880,"",161.32,1.59,565012,"",60.44,1.61,214662,"",55.37,1.8,219451,"",50.24,1.7,187891,"",32.62,1.99,142824,"",18.17,2,80030,"",9.44,2.02,42096,"",0,0,0,"",,,,"*",2655.83,1.5,8807812,"*"
"2005","O","CBA","COOS BAY AREA PORTS",4.86,1.65,17695,"",2097.07,1.42,6564864,"",719.59,1.44,2283796,"",471.9,1.57,1630534,"",298.99,1.63,1073030,"",229.17,1.91,963501,"",129.58,1.64,467564,"",42.66,1.97,185205,"",16.97,2.18,81393,"",8.66,2.31,44176,"",0,0,0,"",1.7,1.32,4968,"",4021.15,1.5,13316727,""
"2005","O","CLO","COLUMBIA RIVER PORTS (OREGON)",,,,"*",0,0,0,"",1702.37,1.34,5041477,"",681.6,1.49,2244785,"",195.8,1.51,653431,"",118.98,1.51,395421,"",56.85,1.49,186729,"",16.94,1.53,57267,"",11.32,1.73,43169,"",2.95,1.73,11236,"",0,0,0,"",,,,"*",2786.81,1.41,8633515,"*"
"2005","O","NPA","NEWPORT AREA PORTS",1.85,2.71,11077,"",2746.07,1.42,8569196,"",973.19,1.4,3012477,"",574.77,1.51,1909478,"",178.69,1.57,617168,"",166.02,1.8,657530,"",102.68,1.64,370262,"",35.53,1.84,144479,"",13.03,2.18,62565,"",4.64,2.32,23764,"",.8,2.69,4734,"",2.15,2.87,13630,"",4799.43,1.46,15396360,""
"2005","O","TLA","TILLAMOOK AREA PORTS",1.27,1.75,4882,"",564.45,1.44,1790882,"",250.66,1.4,774041,"",97.67,1.53,328577,"",32.09,1.56,110147,"",28.06,1.73,106921,"",21.1,1.76,81650,"",18.53,1.92,78416,"",9.9,2.11,45967,"",3.2,2.23,15732,"",,,,"*",,,,"*",1026.92,1.47,3337213,"*"
"2005","O","XXX","WITHHELD FOR CONFIDENTIALITY**",,,,"*",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",,,,"*",3.06,.49,3288,"",3.06,.49,3288,"*"
"2005","W","CLW","COLUMBIA RIVER PORTS (WASHINGTON)",,,,"*",,,,"*",825.57,1.34,2447746,"",354.55,1.5,1171804,"",175.79,1.51,585266,"",55.73,1.53,188148,"",27.14,1.93,115672,"",20.52,1.95,88328,"",18.15,1.85,73880,"",8.19,1.72,31051,"",5.7,1.59,19936,"",,,,"*",1491.35,1.44,4721831,"*"
"2005","W","CWA","WASHINGTON COASTAL PORTS",420.52,2.21,2047366,"",674.16,2.16,3216541,"",4364.3,1.35,12957852,"",2254.08,1.49,7394088,"",933.03,1.51,3097541,"",376.15,1.56,1292300,"",153.26,1.56,527377,"",76.38,1.77,297274,"",57.12,1.71,215114,"",38.48,1.71,145119,"",46.86,1.76,181798,"",38.02,1.92,161245,"",9432.36,1.52,31533614,""
"2005","W","NPS","NORTH PUGET SOUND PORTS",276.5,1.86,1135806,"",143.24,1.78,562530,"",192.39,1.65,701442,"",304.21,1.84,1236875,"",275.18,1.75,1063457,"",119.51,2.36,623131,"",123.86,2,546553,"",468.47,2.24,2308979,"",286.9,2.24,1415130,"",54.63,2.32,278968,"",223.35,1.93,949176,"",925.61,1.73,3538352,"",3393.85,1.92,14360398,""
"2005","W","SPS","SOUTH PUGET SOUND PORTS",13.6,1.9,56877,"",18.38,1.61,65399,"",13.75,1.85,56084,"",5.12,1.92,21734,"",5.65,1.98,24654,"",.33,1.93,1419,"",3.93,2.16,18717,"",35.41,2.25,175619,"",5.47,2.11,25388,"",2.38,2.14,11229,"",4.85,2.53,27048,"",7.87,1.9,33007,"",116.75,2.01,517174,""
"2005","W","XXX","WITHHELD FOR CONFIDENTIALITY**",,,,"*",,,,"*",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",,,,"*",0,0,0,"*"
"2006","C","BDA","BODEGA BAY AREA PORTS",81.99,1.74,314738,"",295.18,1.78,1161424,"",99.41,2.27,496867,"",68.15,1.74,261478,"",20.92,1.95,89709,"",31.7,1.78,124614,"",20.23,1.89,84338,"",20.87,1.98,91253,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",638.44,1.86,2624421,""
"2006","C","BGA","FORT BRAGG AREA PORTS",0,0,0,"",,,,"*",116.01,1.47,376685,"",133.11,1.55,453902,"",28.16,1.75,108849,"",20.54,1.8,81542,"",16.82,1.93,71745,"",11.56,2.03,51787,"",3.76,2,16532,"",0,0,0,"",0,0,0,"",0,0,0,"",329.97,1.6,1161041,"*"
"2006","C","CCA","CRESCENT CITY AREA PORTS",0,0,0,"",0,0,0,"",1944.4,1.45,6236290,"",2379.13,1.53,7998848,"",433.27,1.79,1712795,"",260.7,1.86,1071788,"",147.69,2.16,704439,"",76.41,2.26,380961,"",19.2,2.26,95555,"",0,0,0,"",0,0,0,"",0,0,0,"",5260.81,1.57,18200676,""
"2006","C","ERA","EUREKA AREA PORTS",0,0,0,"",,,,"*",758.33,1.45,2427816,"",850.62,1.53,2870293,"",350.68,1.71,1320289,"",206.07,1.81,822381,"",213.32,2.06,968188,"",66.47,2.09,306669,"",17.42,2.22,85150,"",0,0,0,"",0,0,0,"",,,,"*",2462.91,1.62,8800785,"*"
"2006","C","LAA","LOS ANGELES AREA PORTS",,,,"*",,,,"*",,,,"*",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"*"
"2006","C","MNA","MONTEREY AREA PORTS",49.93,1.94,213935,"",58.78,1.99,258431,"",12.19,2.36,63537,"",6.7,2.32,34318,"",3.89,2.32,19872,"",5.61,2.3,28474,"",4.85,2.22,23690,"",10.17,2.32,52034,"",,,,"*",0,0,0,"",0,0,0,"",0,0,0,"",152.11,2.07,694290,"*"
"2006","C","MRA","MORRO BAY AREA PORTS",0,0,0,"",0,0,0,"",7.86,1.79,31059,"",23.21,2.03,103872,"",21.07,2.33,108283,"",21.19,2.28,106602,"",23.34,2.52,129469,"",15.5,2.91,99291,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",112.16,2.34,578574,""
"2006","C","SBA","SANTA BARBARA AREA PORTS",0,0,0,"",,,,"*",0,0,0,"",,,,"*",,,,"*",0,0,0,"",,,,"*",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"*"
"2006","C","SFA","SAN FRANCISCO AREA PORTS",336,1.76,1302904,"",1075.91,1.83,4348246,"",195.12,2.3,987879,"",78.23,1.87,321761,"",31.93,2.14,150406,"",29.82,2.17,142932,"",34.04,2.41,180917,"",30.18,2.49,165786,"",,,,"*",0,0,0,"",0,0,0,"",0,0,0,"",1811.24,1.9,7600831,"*"
"2006","C","XXX","WITHHELD FOR CONFIDENTIALITY**",,,,"*",3.57,1.52,11955,"",,,,"*",,,,"*",,,,"*",0,0,0,"",,,,"*",0,0,0,"",,,,"*",0,0,0,"",0,0,0,"",,,,"*",3.57,1.52,11955,"*"
"2006","O","BRA","BROOKINGS AREA PORTS",,,,"*",,,,"*",787.82,1.46,2541574,"",838.75,1.52,2809760,"",225.88,1.76,876881,"",118.53,1.8,470219,"",79.28,1.98,346924,"",28.94,2.06,131756,"",18.67,2,82260,"",8.29,2.02,36942,"",0,0,0,"",,,,"*",2106.15,1.57,7296315,"*"
"2006","O","CBA","COOS BAY AREA PORTS",4.05,1.94,17280,"",0,0,0,"",866.64,1.44,2743706,"",996.81,1.52,3349992,"",496.59,1.78,1945451,"",235.57,1.8,934442,"",143.74,1.98,626234,"",40.21,2.02,179294,"",21.61,2.07,98516,"",4.35,2.23,21387,"",,,,"*",1.25,1.83,5043,"",2810.82,1.6,9921345,"*"
"2006","O","CLO","COLUMBIA RIVER PORTS (OREGON)",,,,"*",0,0,0,"",1098.98,1.41,3409691,"",1003.29,1.52,3362633,"",395.26,1.7,1484077,"",139.92,1.75,539877,"",45.35,1.75,175309,"",18.72,1.77,73245,"",6.25,1.78,24500,"",2.78,1.97,12090,"",0,0,0,"",,,,"*",2710.55,1.52,9081422,"*"
"2006","O","NPA","NEWPORT AREA PORTS",2.74,2.18,13154,"",0,0,0,"",1405,1.41,4376264,"",1673.36,1.52,5620493,"",640.15,1.73,2446734,"",266.78,1.79,1052711,"",164.56,1.97,716034,"",72.03,1.94,307990,"",26.01,1.87,106979,"",4.83,2.14,22822,"",4.41,2.76,26795,"",2.76,2.52,15341,"",4262.63,1.56,14705317,""
"2006","O","TLA","TILLAMOOK AREA PORTS",,,,"*",0,0,0,"",169.01,1.5,558563,"",206.92,1.54,702680,"",116.62,1.73,444117,"",64.21,1.78,252128,"",37.56,2.04,168849,"",20.75,2.01,92155,"",14.88,2.03,66652,"",8.66,2.05,39065,"",0,0,0,"",.76,.71,1185,"",639.37,1.65,2325394,"*"
"2006","O","XXX","WITHHELD FOR CONFIDENTIALITY**",3.48,.26,2007,"",,,,"*",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",,,,"*",,,,"*",3.48,.26,2007,"*"
"2006","W","CLW","COLUMBIA RIVER PORTS (WASHINGTON)",,,,"*",,,,"*",553.11,1.43,1748140,"",486.45,1.53,1638860,"",166.81,1.7,624667,"",45.18,1.76,174918,"",14.33,1.82,57459,"",7.09,1.79,28043,"",10.31,1.75,39806,"",9.09,1.71,34275,"",6.13,1.72,23230,"",0,0,0,"",1298.49,1.53,4369398,"*"
"2006","W","CWA","WASHINGTON COASTAL PORTS",434.7,2.05,1967551,"",755.02,1.61,2674631,"",1477.19,1.46,4744948,"",1760.98,1.54,5992119,"",723.29,1.72,2744651,"",340.8,1.8,1350137,"",203.07,2.12,947997,"",141.03,1.92,596974,"",103.76,1.85,422533,"",44.88,1.98,196080,"",32.2,1.94,137427,"",13.27,2.48,72497,"",6030.2,1.64,21847544,""
"2006","W","NPS","NORTH PUGET SOUND PORTS",268.99,1.9,1128239,"",176.13,2.09,811523,"",255.57,2.11,1187607,"",323.31,1.89,1348462,"",227.92,2.07,1039059,"",160.88,2.26,800685,"",96.27,2.52,535896,"",483.42,1.8,1914931,"",281.62,1.93,1197921,"",50.36,2.68,297339,"",271.28,2.33,1391951,"",1167.48,1.77,4559129,"",3763.22,1.95,16212741,""
"2006","W","SPS","SOUTH PUGET SOUND PORTS",5.66,2.17,27119,"",13.99,2.15,66381,"",11.89,2.69,70509,"",7.99,2.14,37696,"",22.79,2.27,114048,"",15.63,2.37,81722,"",4.57,2.01,20294,"",44.74,1.82,179449,"",8.75,1.99,38420,"",2.25,2.46,12198,"",.72,2.82,4510,"",44.16,1.86,181004,"",183.16,2.06,833350,""
"2006","W","XXX","WITHHELD FOR CONFIDENTIALITY**",,,,"*",,,,"*",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"*"
"2007","C","BDA","BODEGA BAY AREA PORTS",387.84,1.84,1576152,"",151.66,2.01,671173,"",123.46,2.19,595608,"",43.06,2.45,232258,"",60.38,3.27,434920,"",38.04,3.37,282570,"",40.41,3.98,354683,"",22.7,3.46,173214,"",,,,"*",0,0,0,"",0,0,0,"",0,0,0,"",867.56,2.26,4320579,"*"
"2007","C","BGA","FORT BRAGG AREA PORTS",5.29,1.9,22186,"",69.69,1.98,303631,"",88.13,2.06,399398,"",27.86,2.32,142266,"",24.49,3.27,176721,"",2.54,3.34,18709,"",4.13,4.08,37121,"",5.48,3.74,45163,"",,,,"*",0,0,0,"",0,0,0,"",,,,"*",227.61,2.28,1145195,"*"
"2007","C","CCA","CRESCENT CITY AREA PORTS",0,0,0,"",577.85,2,2543430,"",867.53,2.05,3912044,"",189.5,2.51,1047135,"",107.64,3.51,832118,"",35.07,3.49,270124,"",50.15,4.31,476316,"",14.05,3.85,119287,"",,,,"*",0,0,0,"",0,0,0,"",0,0,0,"",1841.8,2.27,9200452,"*"
"2007","C","ERA","EUREKA AREA PORTS",0,0,0,"",454.73,1.95,1954919,"",598.57,2.02,2669525,"",118.87,2.37,621318,"",54.82,3.23,390542,"",26.87,3.2,189290,"",73.43,4.11,665045,"",13.25,3.71,108389,"",1.66,2.59,9485,"",0,0,0,"",0,0,0,"",0,0,0,"",1342.2,2.23,6608514,""
"2007","C","LAA","LOS ANGELES AREA PORTS",,,,"*",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"*"
"2007","C","MNA","MONTEREY AREA PORTS",28.72,3.56,225715,"",21.84,3.17,152614,"",7.82,2.49,42916,"",5.43,2.73,32742,"",9.4,3.22,66751,"",6.56,3.56,51522,"",2.77,4.09,25003,"",7.88,4.01,69677,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",90.42,3.35,666939,""
"2007","C","MRA","MORRO BAY AREA PORTS",2.04,2.53,11392,"",4.92,2.84,30774,"",5.08,3.02,33862,"",7.01,3.14,48449,"",2.15,3.95,18717,"",7.28,4.64,74503,"",7.26,4.99,79822,"",2.82,4.91,30510,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",38.55,3.86,328029,""
"2007","C","SBA","SANTA BARBARA AREA PORTS",,,,"*",,,,"*",,,,"*",,,,"*",,,,"*",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"*"
"2007","C","SFA","SAN FRANCISCO AREA PORTS",1123.66,1.89,4684248,"",205.77,2.22,1005052,"",124.23,2.3,630258,"",82.24,2.65,480786,"",57.66,3.41,432973,"",59.86,3.91,516394,"",43.37,4.5,430008,"",15.9,3.92,137382,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",1712.7,2.2,8317100,""
"2007","C","XXX","WITHHELD FOR CONFIDENTIALITY**",,,,"*",,,,"*",,,,"*",,,,"*",,,,"*",0,0,0,"",0,0,0,"",0,0,0,"",6.32,3.15,43860,"",0,0,0,"",0,0,0,"",,,,"*",6.32,3.15,43860,"*"
"2007","O","BRA","BROOKINGS AREA PORTS",,,,"*",295.98,1.86,1211690,"",409.13,2,1804474,"",57.8,2.41,307063,"",69.99,3.18,490745,"",22.91,3.21,162342,"",18.74,3.73,154281,"",8.9,3.93,77038,"",3.59,3.04,24098,"",3.14,2.89,20041,"",0,0,0,"",,,,"*",890.2,2.17,4251772,"*"
"2007","O","CBA","COOS BAY AREA PORTS",1.53,.62,2095,"",640.81,1.87,2646325,"",639.28,2.03,2864869,"",199.67,2.42,1063260,"",196.2,3.2,1384988,"",57.33,3.2,403941,"",52.5,3.98,461262,"",16.44,3.97,143739,"",9.53,3.53,74202,"",5.8,3.46,44245,"",1.13,1.09,2717,"",.43,2.35,2215,"",1820.66,2.27,9093855,""
"2007","O","CLO","COLUMBIA RIVER PORTS (OREGON)",0,0,0,"",571.88,1.8,2269037,"",507.4,2,2233438,"",90.48,2.35,469612,"",120.64,3.04,807773,"",37.09,3.07,250918,"",24.96,3.08,169607,"",7.7,3.1,52660,"",5.95,2.95,38678,"",3.04,2.47,16581,"",0,0,0,"",,,,"*",1369.14,2.09,6308303,"*"
"2007","O","NPA","NEWPORT AREA PORTS",.74,1.54,2519,"",887.77,1.85,3615670,"",966.72,2.02,4303787,"",191.2,2.41,1017866,"",160.23,3.22,1137698,"",43.19,3.37,320818,"",40.88,3.98,358527,"",17.83,3.76,147816,"",7.63,3.14,52716,"",6.04,2.91,38733,"",1.39,3.04,9285,"",3.66,2.7,21814,"",2327.29,2.15,11027250,""
"2007","O","TLA","TILLAMOOK AREA PORTS",,,,"*",188.15,1.83,759409,"",149.05,2.03,667812,"",47.45,2.3,240875,"",52.92,3.18,371065,"",19.13,3.23,136064,"",28.02,3.96,244474,"",12.49,3.58,98433,"",3.44,3.56,27013,"",4.72,3.56,37120,"",0,0,0,"",,,,"*",505.36,2.32,2582264,"*"
"2007","O","XXX","WITHHELD FOR CONFIDENTIALITY**",,,,"*",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",2.9,.04,280,"",2.9,.04,280,"*"
"2007","W","CLW","COLUMBIA RIVER PORTS (WASHINGTON)",0,0,0,"",414.06,1.78,1624400,"",506.78,2.01,2241503,"",78.58,2.28,395515,"",61.75,3.03,412084,"",13.43,3.04,90137,"",9.09,3.1,62038,"",3.87,3.21,27410,"",7.19,2.38,37768,"",11.57,2.49,63564,"",14.1,2.05,63839,"",,,,"*",1120.43,2.03,5018259,"*"
"2007","W","CWA","WASHINGTON COASTAL PORTS",8.69,2.42,46315,"",618.74,1.84,2508514,"",2344.47,2,10324925,"",940.93,2.37,4911096,"",384.11,3.18,2693641,"",152.29,3.26,1093396,"",120.82,3.55,944975,"",54.47,2.94,353328,"",58.23,2.36,303430,"",95.56,2.35,494650,"",44.44,2.45,240473,"",,,,"*",4822.75,2.25,23914742,"*"
"2007","W","NPS","NORTH PUGET SOUND PORTS",242.14,2.21,1182374,"",235.12,2.43,1261193,"",261.63,2.45,1414045,"",267.01,2.74,1610963,"",163.77,3.7,1336827,"",36.88,3.85,313026,"",65.39,4.06,585298,"",342.88,2.67,2020615,"",299.03,2.08,1373777,"",270.45,2.59,1546285,"",96.99,3.1,663154,"",914.22,2.38,4798734,"",3195.5,2.57,18106290,""
"2007","W","SPS","SOUTH PUGET SOUND PORTS",17.8,2.36,92440,"",19.79,2.56,111705,"",10.5,2.66,61572,"",5.39,2.61,30987,"",2.73,3.74,22506,"",1.32,3.21,9338,"",3.87,3.77,32181,"",28.49,2.83,177617,"",9.51,1.98,41458,"",2.85,2.83,17800,"",3.8,3.12,26132,"",35.45,2.51,195854,"",141.5,2.63,819589,""
"2007","W","XXX","WITHHELD FOR CONFIDENTIALITY**",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",,,,"*",0,0,0,"*"
"2008","C","BDA","BODEGA BAY AREA PORTS",,,,"*",205.3,2.24,1011630,"",83.01,3.06,559207,"",101.4,3.05,680933,"",61,3.12,419883,"",54.17,3.31,394855,"",91.87,3.53,714643,"",48.03,3.24,343488,"",,,,"*",0,0,0,"",0,0,0,"",0,0,0,"",644.78,2.9,4124638,"*"
"2008","C","BGA","FORT BRAGG AREA PORTS",0,0,0,"",139.25,2.27,696421,"",44.6,2.92,286685,"",37.87,3.17,264915,"",30.58,3.16,212907,"",13.47,3.55,105416,"",26.64,3.88,227900,"",22.56,3.39,168445,"",9.79,2.84,61269,"",0,0,0,"",0,0,0,"",0,0,0,"",324.75,2.83,2023958,""
"2008","C","CA2","OTHER OR UNKNOWN CALIFORNIA PORTS",0,0,0,"",0,0,0,"",,,,"*",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"*"
"2008","C","CCA","CRESCENT CITY AREA PORTS",0,0,0,"",704.93,2.2,3412951,"",152.99,2.89,973134,"",67.27,3.55,526192,"",26.26,3.24,187718,"",17.75,3.8,148773,"",6.87,4.02,60807,"",,,,"*",,,,"*",0,0,0,"",0,0,0,"",0,0,0,"",976.06,2.47,5309576,"*"
"2008","C","ERA","EUREKA AREA PORTS",0,0,0,"",542.91,2.23,2672138,"",146.46,2.85,921389,"",39.23,3.2,276947,"",54.7,3.16,380918,"",57.93,3.71,474109,"",22.42,4.19,207105,"",6.62,3.87,56504,"",4.85,2.96,31654,"",0,0,0,"",0,0,0,"",0,0,0,"",875.12,2.6,5020764,""
"2008","C","MNA","MONTEREY AREA PORTS",17.29,2.87,109551,"",6.26,2.97,40998,"",2.26,3.29,16412,"",6.23,3.3,45264,"",5.66,3.32,41371,"",7.1,3.37,52824,"",10.82,3.52,84078,"",8.66,3.55,67804,"",,,,"*",0,0,0,"",0,0,0,"",0,0,0,"",64.29,3.23,458302,"*"
"2008","C","MRA","MORRO BAY AREA PORTS",0,0,0,"",,,,"*",.15,4.21,1389,"",1.54,4.05,13697,"",.67,4.65,6890,"",.27,4.35,2560,"",1.72,5.09,19316,"",1.17,4.99,12893,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",5.52,4.67,56745,"*"
"2008","C","SBA","SANTA BARBARA AREA PORTS",0,0,0,"",,,,"*",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"*"
"2008","C","SFA","SAN FRANCISCO AREA PORTS",,,,"*",293.92,2.33,1507204,"",126.94,3.06,857617,"",129.66,3.3,944679,"",95.96,3.18,672867,"",129.01,3.47,988228,"",93.21,3.77,774788,"",34.4,3.72,282446,"",3.08,3.1,21049,"",0,0,0,"",0,0,0,"",0,0,0,"",906.17,3.03,6048877,"*"
"2008","C","XXX","WITHHELD FOR CONFIDENTIALITY**",,,,"*",,,,"*",,,,"*",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",,,,"*",2.7,3.02,17941,"",0,0,0,"",0,0,0,"",0,0,0,"",2.7,3.02,17941,"*"
"2008","O","BRA","BROOKINGS AREA PORTS",,,,"*",332.36,2.06,1510439,"",86.09,2.59,491805,"",34.47,3.05,231862,"",21.7,3.07,147019,"",18.9,3.87,161150,"",9.31,3.98,81732,"",3.17,3.5,24432,"",4.58,3.12,31470,"",2.64,3.24,18848,"",0,0,0,"",,,,"*",513.21,2.39,2698756,"*"
"2008","O","CBA","COOS BAY AREA PORTS",.44,2.22,2174,"",647.92,2.03,2896456,"",229.9,2.55,1290368,"",88.71,3,585940,"",44.46,3.06,300180,"",32.25,3.99,283848,"",15.38,4.02,136475,"",4.75,3.48,36477,"",7.27,3.77,60543,"",7,3.67,56670,"",.68,3.35,4986,"",1.11,1.85,4544,"",1079.87,2.38,5658659,""
"2008","O","CLO","COLUMBIA RIVER PORTS (OREGON)",0,0,0,"",831.19,2.08,3805011,"",301.37,2.56,1701844,"",96.13,2.79,590759,"",38.93,2.94,252537,"",21.92,2.97,143449,"",11.69,3.22,82939,"",10.26,3.17,71631,"",5.52,2.65,32329,"",3.07,2.21,14966,"",0,0,0,"",,,,"*",1320.08,2.3,6695465,"*"
"2008","O","NPA","NEWPORT AREA PORTS",3.44,2.69,20378,"",1387.69,2.08,6362372,"",560.93,2.66,3295164,"",201.82,3.1,1378806,"",62.2,3.2,438903,"",52.13,3.94,452994,"",31.64,4.17,290768,"",14.56,3.42,109764,"",8.22,3.29,59617,"",5.1,3.33,37475,"",2.35,3.88,20155,"",3.97,1.55,13538,"",2334.05,2.43,12479934,""
"2008","O","TLA","TILLAMOOK AREA PORTS",.57,3.56,4499,"",190.29,2.01,843518,"",76.91,2.53,429326,"",31.28,3.01,207865,"",17.49,2.97,114328,"",16.11,3.65,129784,"",13.58,4,119882,"",8.66,3.34,63777,"",5.73,2.7,34122,"",3.45,2.67,20292,"",0,0,0,"",.26,3.83,2220,"",364.34,2.45,1969613,""
"2008","O","XXX","WITHHELD FOR CONFIDENTIALITY**",,,,"*",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",,,,"*",0,0,0,"*"
"2008","W","CLW","COLUMBIA RIVER PORTS (WASHINGTON)",,,,"*",760.32,2.13,3568177,"",236.31,2.5,1301314,"",96.39,2.8,595875,"",36.9,3.05,248163,"",19.36,3.26,139323,"",5.86,3.09,39914,"",3.39,3.15,23543,"",4.25,3.25,30472,"",6.97,3.05,46830,"",10.02,2.76,60885,"",,,,"*",1179.78,2.33,6054496,"*"
"2008","W","CWA","WASHINGTON COASTAL PORTS",525.21,2.85,3304648,"",642.56,2.06,2921447,"",2425.92,2.51,13403827,"",811.42,2.84,5074355,"",248.32,2.97,1624429,"",199.81,3.76,1657799,"",100.61,4.37,970072,"",69.11,3.22,490931,"",67.74,2.59,387361,"",89.54,2.69,531700,"",54.66,2.51,302488,"",7.45,2.63,43127,"",5242.36,2.66,30712186,""
"2008","W","NPS","NORTH PUGET SOUND PORTS",311.6,2.71,1865048,"",177.26,2.76,1080351,"",342.83,3.02,2278782,"",295.17,3.36,2184138,"",145.07,3.41,1089080,"",105.7,4.49,1046544,"",43.7,4.75,457395,"",436.78,2.44,2346898,"",230.13,2.28,1159111,"",253.96,2.24,1254186,"",145.82,2.64,849144,"",973.01,2.06,4426306,"",3461.02,2.63,20036985,""
"2008","W","SPS","SOUTH PUGET SOUND PORTS",30.92,2.68,182493,"",20.18,2.75,122548,"",16.24,2.99,107017,"",10.89,3.29,78892,"",5.68,3.4,42579,"",4.36,4.71,45282,"",.47,1.21,1244,"",29.98,2.85,188297,"",14.66,2.6,84071,"",6.03,2.49,33072,"",3.31,2.97,21646,"",37.46,2.14,176755,"",180.18,2.73,1083896,""
"2008","W","XXX","WITHHELD FOR CONFIDENTIALITY**",,,,"*",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",,,,"*",0,0,0,"*"
